國字,注音,部首,型近字,同音國字,相似音國字,用詞
勻,ㄩㄣˊ,勹,三;次;元;仁;竺,員;雲;耘;云;芸;紜,醞;運;氳;允;員;孕;熨;芸;暈;耘;蘊;韻;云;雲;紜;隕;慍,均勻;勻稱
軒,ㄒㄩㄢ,車,刊;汗;肝;旱;竿;杆;奸;鼾;訐;頇;矸,宣;暖;喧;暄,玄;喧;絢;璿;選;炫;懸;旋;渲;暄;宣;漩;眩;暖,軒然大波;氣宇軒昂;無分軒輊
惕,ㄊㄧˋ,心,踢;賜;錫;剔;蜴,弟;替;涕;屜;嚏;剃;悌,嚏;屜;剔;體;弟;提;悌;啼;涕;題;替;踢;剃;蹄;醍;堤;梯,警惕;惕勵
烽,ㄈㄥ,火,峰;逢;鋒;蜂,風;豐;封;峰;瘋;鋒;蜂;楓;丰,諷;鋒;蜂;鳳;峰;丰;縫;豐;風;封;楓;俸;奉;馮;逢;瘋,烽火;舉烽
焰,ㄧㄢˋ,火,陷;餡;閻;掐;諂,驗;豔;宴;燕;厭;雁;嚥;彥;晏;燄;諺;饜;硯;灩;贗,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,火焰;氣焰;焰火
舜,ㄕㄨㄣˋ,舛,受;舞,順;瞬,順;吮;瞬,堯舜禹湯
嗅,ㄒㄧㄡˋ,口,糗;嗎;吸,秀;宿;袖;繡;臭;鏽;琇;岫,袖;羞;饈;咻;休;宿;秀;繡;臭;朽;修;琇;鏽;岫,嗅覺
瑕,ㄒㄧㄚˊ,玉,假;霞;蝦;暇;遐;葭,峽;霞;狹;俠;暇;匣;挾;轄;遐;呷;狎;黠,廈;轄;遐;下;匣;夏;狹;挾;黠;蝦;暇;俠;霞;呷;狎;瞎;峽;嚇,瑕疵;無瑕;瑕不掩瑜
墅,ㄕㄨˋ,土,塵;垂,數;術;樹;述;束;署;豎;恕;曙;庶;漱;戍;倏,輸;署;殊;蔬;鼠;書;數;述;暑;舒;蜀;樹;束;梳;荼;孰;樞;疏;倏;塾;薯;屬;紓;菽;庶;黍;贖;藷;曙;淑;恕;叔;豎;抒;術;漱;戍,別墅
瞄,ㄇㄧㄠˊ,目,貓;描;喵;錨,描;苗,渺;妙;喵;繆;秒;苗;緲;藐;邈;描;眇;淼;廟,瞄準
嫻,ㄒㄧㄢˊ,女,鷴;媳;妃,閒;賢;嫌;弦;銜;鹹;咸;絃;閑;啣;涎,羨;洗;賢;餡;閒;咸;陷;獻;閑;鹹;絃;縣;嫌;險;仙;顯;纖;限;冼;見;憲;蘚;鮮;啣;線;峴;弦;先;腺;現;銜;涎;掀,嫻熟;嫻靜
幟,ㄓˋ,巾,職;織;熾,知;至;治;制;質;識;製;致;智;志;置;誌;稚;遲;緻;秩;滯;炙;窒;摯;峙;雉;忮;痔;桎;鋕;痣;躓,旨;侄;咫;擲;摭;識;趾;指;酯;桎;志;稚;氏;忮;址;躓;質;脂;遲;置;鋕;執;炙;峙;織;之;蜘;雉;抵;徵;制;滯;汁;值;梔;吱;治;痔;職;隻;芷;枝;窒;止;秩;只;製;肢;支;蟄;致;緻;躑;胝;智;痣;祇;芝;知;至;摯;植;紙;祉;直;姪;殖;誌,旗幟;標幟;獨樹一幟;徽幟
摹,ㄇㄛˊ,手,模;幕;摸;墓;漠;膜;寞;暮;募;驀;蟆;謨,麼;無;模;摩;魔;磨;膜;謨;蘑,墨;沫;莫;秣;蘑;摩;無;膜;磨;沒;摸;冒;默;寞;茉;歿;麼;謨;模;漠;末;抹;陌;驀;魔;脈,臨摹
樞,ㄕㄨ,木,歐;驅;軀;嘔;鷗;嶇;毆;甌;嫗;傴;謳,書;輸;舒;殊;疏;蔬;梳;抒;紓;荼,輸;署;殊;蔬;鼠;書;數;述;暑;舒;蜀;樹;束;梳;荼;孰;疏;倏;塾;薯;屬;紓;菽;庶;黍;贖;藷;曙;淑;恕;叔;豎;抒;術;漱;墅;戍,中樞;樞紐;神經中樞;腦中樞;樞機主教
鋸,ㄐㄩˋ,金,踞;据;裾,足;具;劇;據;句;巨;距;聚;拒;俱;懼;鉅;遽;袓;踞;炬;据;瞿;颶,莒;橘;遽;鉅;据;俱;懼;踞;車;聚;拘;枸;足;炬;踽;跼;侷;狙;距;居;袓;駒;掬;颶;劇;桔;具;咀;沮;拒;瞿;句;且;鞠;矩;據;舉;巨;菊;局,拉鋸戰;鋸子;鋸琴
鮑,ㄅㄠˋ,魚,跑;抱;胞;泡;飽;炮;袍;砲;咆;孢;苞;雹;刨;庖;皰,報;抱;暴;爆;豹;刨,報;炮;豹;葆;胞;抱;苞;爆;寶;孢;保;暴;褓;雹;刨;堡;褒;飽;包,鮑魚
斃,ㄅㄧˋ,攴,葬;敝,比;必;畢;避;幣;壁;祕;閉;碧;秘;臂;弊;泌;璧;蔽;拂;庇;敝;痺;辟;嗶;睥;陛;弼;裨;婢;鉍;篦;賁;蹕;髀;埤;愎,蹕;痺;辟;鄙;蔽;裨;逼;秘;閉;拂;睥;筆;柀;匕;埤;弊;庇;婢;嗶;臂;敝;鼻;祕;比;愎;壁;鉍;碧;幣;陛;必;畢;篦;賁;彼;泌;璧;避;弼;髀,溺斃;凍斃;槍斃;自斃;倒斃
蟋,ㄒㄧ,虫,蟬;蠟;螞,西;希;吸;析;溪;稀;悉;攜;犧;棲;膝;嘻;犀;晰;蜥;釐;熙;撕;禧;曦;兮;嬉;烯;淅;蹊;奚;皙;谿;羲;唏;熹;螅;欷;樨,蜥;洗;蓆;隰;嘻;犀;禧;吸;唏;隙;兮;棲;螅;席;錫;冼;襲;熙;膝;曦;系;奚;悉;夕;喜;璽;矽;溪;係;釐;晰;谿;細;皙;昔;希;徙;蹊;樨;熄;惜;息;汐;攜;撕;稀;熹;烯;戲;繫;析;西;嬉;羲;欷;犧;習;媳;翕;淅,蟋蟀
鍛,ㄉㄨㄢˋ,金,緞;鑑;鍋;鋒;錶,斷;段;緞,段;緞;端;斷;短,鍛鍊;鍛造
嬸,ㄕㄣˇ,女,瀋;婆;奶;娘,審;沈;瀋,身;審;沈;蜃;甚;什;滲;紳;申;慎;葚;參;腎;莘;瀋;呻;伸;神;深;娠,嬸婆
曠,ㄎㄨㄤˋ,日,擴;礦;獷,況;礦,礦;狂;框;筐;況;眶;匡,空曠;曠野;心曠神怡
藻,ㄗㄠˇ,艸,草;葉;蘭;藥,早;澡;棗;蚤,噪;灶;糟;躁;棗;譟;鑿;澡;蚤;造;燥;遭;皂;早,海藻;藻類;藻井;水藻;詞藻
蘊,ㄩㄣˋ,艸,草;葉;蘭;藥,運;韻;孕;暈;醞;慍;熨,醞;運;氳;允;員;孕;熨;芸;暈;耘;韻;云;勻;雲;紜;隕;慍,蘊藏;蘊含;蘊涵
囂,ㄒㄧㄠ,口,器,消;銷;蕭;宵;削;瀟;逍;哮;硝;霄;梟;驍;簫;綃,校;梟;驍;效;哮;篠;蕭;消;宵;瀟;酵;霄;肖;銷;逍;綃;笑;小;曉;嘯;簫;削;孝;硝,喧囂;塵囂;囂張;叫囂
蜒,ㄧㄢˊ,虫,誕;涎;筵,研;言;嚴;延;炎;顏;沿;岩;鹽;簷;筵;檐;巖;閻;妍;趼,晏;咽;醃;燄;厭;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;儼;贗;嚴;豔;焉;閻;奄;眼;硯;研,蜿蜒
屯,ㄊㄨㄣˊ,屮,申;囤,豚;臀;魨;囤,魨;褪;臀;吞;豚;囤,屯積;大屯山
歹,ㄉㄞˇ,歹,夕;多,逮,呆;獃;岱;殆;怠;袋;貸;戴;逮;待;大;迨;黛;代;帶,歹徒;好歹;歹命;為非作歹;歹勢
伶,ㄌㄧㄥˊ,人,領;冷;零;齡;鈴;玲;聆;拎;苓;泠;鴒;囹;翎,靈;零;齡;鈴;陵;凌;玲;聆;菱;苓;羚;泠;鴒;綾;櫺;囹;翎,苓;凌;另;羚;菱;領;鴒;零;櫺;綾;拎;齡;靈;玲;聆;泠;嶺;鈴;陵;囹;令;翎,伶俐;口齒伶俐;孤伶伶;孤苦伶仃
妖,ㄧㄠ,女,笑;沃;飫,要;腰;邀;喲;夭;么;吆,餚;肴;喲;淆;瑤;舀;要;么;耀;堯;腰;爻;姚;夭;陶;搖;吆;咬;窯;燿;鑰;樂;遙;邀;窈;杳;謠;藥;曜,妖怪;妖精;妖形怪狀;妖魔
沐,ㄇㄨˋ,水,相;林;集;休;宋;困;床;閑,目;木;幕;莫;墓;牧;慕;暮;募;穆;睦;繆;苜,暮;目;姥;繆;母;莫;木;牡;畝;睦;牧;幕;苜;姆;拇;墓;慕;穆;募,沐浴;如沐春風
沃,ㄨㄛˋ,水,笑;妖;飫,握;臥;喔;渥,渥;臥;握;我;渦;喔;窩,肥沃;沃土;沃野
肘,ㄓㄡˇ,肉,討;村;守;付;耐;辱;忖;紂;吋,帚,咒;籀;晝;宙;粥;軸;帚;皺;紂;週;州;洲;周;舟;冑;啁;縐,掣肘;捉襟見肘;手肘;變生肘腋
哄,ㄏㄨㄥ,口,異;供;洪;拱;烘;龔;鬨;栱,轟;烘,泓;烘;弘;洪;紅;閎;鴻;虹;訌;鬨;轟;鋐;宏,鬧哄哄;一哄而散;哄抬;哄堂大笑
哄,ㄏㄨㄥˇ,口,異;供;洪;拱;烘;龔;鬨;栱,,泓;烘;弘;洪;紅;閎;鴻;虹;訌;鬨;轟;鋐;宏,連哄帶騙
苔,ㄊㄞˊ,艸,治;始;胎;抬;颱;怡;殆;冶;跆;怠;飴;笞;貽;迨,臺;抬;颱;檯;台;跆,跆;颱;太;台;泰;臺;抬;檯;汰;胎;態,海苔;青苔
淮,ㄏㄨㄞˊ,水,進;推;維;售;誰;唯;堆;稚;焦;霍;准;惟;椎;崔;錐;帷,懷;槐;徊;踝,壞;槐;踝;懷;徊,淮河;淮南子
眶,ㄎㄨㄤ,目,框;筐;劻,框;筐;匡,礦;狂;框;曠;筐;況;匡,眼眶;奪眶而出;熱淚盈眶
喀,ㄎㄚ,口,額;呢;叫,咖,卡;咖;咯,喀一聲折斷了
惰,ㄉㄨㄛˋ,心,隋;情;性,度;墮;踱;舵;剁;跺;垛;咄;馱,墮;度;剁;躲;鐸;多;朵;跺;哆;奪;舵;咄;踱;掇;馱;垛,懶惰;惰性
萍,ㄆㄧㄥˊ,艸,落;華;苦;藝,平;評;瓶;屏;憑;蘋;坪;秤;馮;枰,聘;憑;秤;娉;乒;評;瓶;屏;坪;平;蘋;馮;枰,浮萍
詠,ㄩㄥˇ,言,泳;護;訴;請,永;擁;勇;泳;湧;踴;俑;恿;甬;蛹;涌,臃;慵;佣;俑;雍;永;勇;湧;用;蛹;踴;甬;涌;庸;擁;壅;傭;鏞;恿;泳,吟詠;歌詠
塘,ㄊㄤˊ,土,糖;醣,堂;糖;唐;膛;棠;螳;醣,堂;棠;倘;燙;淌;趟;湯;唐;糖;螳;醣;躺;膛,池塘;水塘;錢塘江
楣,ㄇㄟˊ,木,媚;湄;嵋,沒;媒;梅;眉;玫;枚;煤;莓;黴;霉;湄;嵋,魅;嵋;昧;眉;梅;霉;沒;玫;妹;寐;每;鎂;媚;莓;黴;媒;美;煤;袂;湄;枚,倒楣;門楣;倒楣相
撇,ㄆㄧㄝ,手,幣;弊;蔽;瞥;彆;憋;鱉,瞥,瞥,撇開;撇清
撇,ㄆㄧㄝˇ,手,幣;弊;蔽;瞥;彆;憋;鱉,,瞥,左撇子
爵,ㄐㄩㄝˊ,爪,嚼,覺;決;角;絕;掘;訣;嚼;抉;崛;蕨;攫;厥;譎;蹶;噱;倔;獗,決;抉;噘;掘;厥;蹶;譎;訣;覺;攫;獗;噱;角;嚼;蕨;絕;崛;倔,爵士;爵士樂;賣官鬻爵
豁,ㄏㄨㄛˋ,谷,割;瞎;轄,和;或;獲;貨;禍;惑;霍;穫;壑;鑊,貨;活;霍;穫;壑;伙;禍;和;惑;鑊;午;夥;火;獲;或,豁免;豁然開朗;豁然;豁然貫通
輾,ㄓㄢˇ,車,碾;轉;輕,展;斬;盞;嶄,綻;氈;斬;佔;占;站;詹;暫;霑;嶄;戰;蘸;湛;展;盞;沾;瞻;顫;棧,輾轉
輾,ㄋㄧㄢˇ,車,碾;轉;輕,拈;捻;碾;攆;撚,唸;黏;捻;年;撚;鯰;攆;廿;粘;碾;拈;念,輾斃;輾傷
騁,ㄔㄥˇ,馬,聘;娉,逞,稱;丞;乘;秤;程;城;盛;澄;呈;懲;逞;埕;撐;承;橙;瞠;誠;鐺;成,馳騁;騁馳
擲,ㄓˊ,手,躑;推;持,直;質;值;職;執;植;殖;姪;蟄;躑;侄;摭,旨;侄;咫;摭;識;幟;趾;指;酯;桎;志;稚;氏;忮;址;躓;質;脂;遲;置;鋕;執;炙;峙;織;之;蜘;雉;抵;徵;制;滯;汁;值;梔;吱;治;痔;職;隻;芷;枝;窒;止;秩;只;製;肢;支;蟄;致;緻;躑;胝;智;痣;祇;芝;知;至;摯;植;紙;祉;直;姪;殖;誌,投擲;孤注一擲;拋擲;浪擲;擲筊
簧,ㄏㄨㄤˊ,竹,廣;橫;磺;潢,黃;皇;煌;惶;凰;徨;磺;潢;遑;蝗;隍,凰;晃;遑;恍;慌;惶;皇;幌;徨;煌;荒;磺;隍;潢;謊;蝗;黃,彈簧;如簧之舌;簧片
曝,ㄆㄨˋ,日,爆;瀑,暴;鋪;瀑,僕;浦;噗;葡;仆;脯;樸;璞;埔;菩;暴;圃;蒲;鋪;普;匍;朴;瀑;撲;譜,曝光;曝晒;曝露
鷗,ㄡ,鳥,歐;驅;軀;嘔;樞;嶇;毆;甌;嫗;傴;謳,區;歐;嘔;毆;甌,嘔;歐;甌;區;毆;偶;藕;耦,海鷗
壩,ㄅㄚˋ,土,霸,爸;把;伯;罷;霸,笆;峇;芭;鈸;吧;叭;粑;八;靶;巴;把;罷;拔;伯;霸;跋;爸;疤;扒,水壩;堤壩;攔河壩
癱,ㄊㄢ,疒,攤;灘;儺,貪;攤;灘;坍,灘;坍;罈;碳;潭;歎;覃;毯;炭;曇;坦;澹;壇;彈;談;袒;探;攤;檀;忐;貪;譚;嘆;痰,癱瘓;截癱;癱倒;癱軟
佑,ㄧㄡˋ,人,若;祐,有;又;幼;右;誘;釉;祐;柚;囿;鈾;鼬;莠,祐;油;鼬;莠;疣;魷;悠;囿;蚴;幽;柚;猷;尤;郵;幼;憂;優;鈾;有;友;右;又;黝;攸;釉;猶;酉;遊;游;誘;由,保佑;庇佑;眷佑
兌,ㄉㄨㄟˋ,儿,船;沿;鉛;袞,對;隊;敦,敦;隊;對;堆,兌換;匯兌;兌現;兌換率;兌款
抒,ㄕㄨ,手,預;野;序;紓;妤;杼,書;輸;舒;殊;疏;蔬;梳;樞;紓;荼,輸;署;殊;蔬;鼠;書;數;述;暑;舒;蜀;樹;束;梳;荼;孰;樞;疏;倏;塾;薯;屬;紓;菽;庶;黍;贖;藷;曙;淑;恕;叔;豎;術;漱;墅;戍,抒情;抒寫;抒發;抒解;發抒
呻,ㄕㄣ,口,神;伸;坤;紳,身;深;參;伸;申;紳;娠;莘,身;審;沈;蜃;甚;什;滲;紳;申;慎;嬸;葚;參;腎;莘;瀋;伸;神;深;娠,呻吟
斧,ㄈㄨˇ,斤,交;斤;斥,父;府;輔;腐;撫;俯;甫;釜;脯;腑;頫,扶;夫;頫;孵;複;馥;氟;脯;幅;咐;福;付;蝠;拂;佛;腐;俯;敷;覆;弗;輻;孚;賦;府;復;縛;符;膚;釜;腹;撫;輔;副;甫;阜;赴;彿;父;匐;芙;富;袱;傅;服;俘;芾;附;駙;浮;負;訃;伏;蜉;腑;婦,斧頭;斧鑿;鬼斧神工;大刀闊斧;石斧
俐,ㄌㄧˋ,人,梨;莉;痢;犁;琍,力;立;利;歷;例;麗;勵;厲;粒;曆;莉;栗;隸;吏;礫;靂;笠;痢;慄;瀝;儷;荔;戾;蒞;壢;蠣;唳;琍;癘;礪,痢;狸;梨;灕;荔;浬;慄;瀝;邐;莉;蠡;戾;籬;礪;璃;歷;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;漓;哩;鸝,俐落;伶俐;口齒伶俐
炫,ㄒㄩㄢˋ,火,弦;畜;眩;絃;泫,旋;眩;絢;渲,玄;喧;絢;璿;軒;選;懸;旋;渲;暄;宣;漩;眩;暖,炫耀
迢,ㄊㄧㄠˊ,辵,超;招;紹;昭;沼;邵;貂;韶;詔;劭;炤,調;條;蜩,調;眺;蜩;窕;條;挑;跳,千里迢迢
娥,ㄜˊ,女,義;俄;餓;鵝;哦;峨;蛾,額;俄;鵝;哦;峨;蛾;訛;蚵,哦;婀;噩;痾;扼;額;堊;峨;惡;遏;噁;蚵;萼;呃;鱷;顎;俄;厄;鵝;蛾;訛;阿;愕;鄂;軛;餓,嫦娥;嫦娥奔月
狸,ㄌㄧˊ,犬,裡;理;童;埋;哩;鯉;俚;浬;娌,離;麗;璃;黎;梨;釐;罹;漓;籬;驪;犁;灕;鸝;犛;蠡,痢;梨;灕;荔;浬;慄;瀝;邐;莉;蠡;戾;籬;礪;璃;歷;俐;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;漓;哩;鸝,狐狸;海狸;狐狸精
晤,ㄨˋ,日,語;悟;梧;唔;衙;捂;圄;鼯,物;務;惡;誤;悟;霧;塢;勿;兀;騖;鶩;戊,汙;嗚;鶩;惡;吳;務;嫵;摀;誤;蜈;梧;戊;忤;武;鵡;霧;屋;勿;午;伍;五;亡;於;悟;毋;污;鼯;侮;巫;無;物;吾;唔;舞;騖;蕪;誣;塢;捂;烏;兀,會晤;晤談;泰晤士報
綻,ㄓㄢˋ,糸,碇;靛,戰;站;占;暫;佔;顫;棧;湛;蘸,氈;斬;佔;占;站;詹;暫;霑;嶄;戰;蘸;湛;展;盞;沾;瞻;輾;顫;棧,綻放;破綻;皮開肉綻;破綻百出
僻,ㄆㄧˋ,人,避;壁;臂;譬;闢;璧;霹;劈;擘;癖,副;譬;闢;屁;媲;辟,披;屁;比;痞;霹;辟;皮;裨;副;啤;被;劈;圮;砒;罷;匹;媲;埤;丕;批;癖;紕;陂;闢;枇;脾;琵;譬;否;疲,孤僻;偏僻;僻靜;冷僻;荒僻
憫,ㄇㄧㄣˇ,心,懷;怕;慢;忙,敏;閩;皿;泯;抿;閔,閔;泯;民;皿;閩;抿;敏,悲憫;憐憫
懊,ㄠˋ,心,澳;襖;噢;燠,奧;澳;傲;拗,遨;拗;驁;嗷;熬;傲;凹;奧;鰲;澳;螯;敖;翱;襖;坳,懊惱;懊悔
懈,ㄒㄧㄝˋ,心,蟹;邂,解;謝;契;蟹;械;洩;屑;瀉;卸;泄;褻;榭;邂,卸;瀉;蟹;蠍;屑;些;謝;械;解;褻;斜;泄;鞋;榭;楔;脅;頡;寫;歇;諧;邂;協;偕;血;洩;契;邪,不懈;無懈可擊;奮鬥不懈;鬆懈
遽,ㄐㄩˋ,辵,劇;據;噱,足;具;劇;據;句;巨;距;聚;拒;俱;懼;鉅;鋸;袓;踞;炬;据;瞿;颶,莒;橘;鉅;据;俱;懼;踞;車;聚;拘;枸;足;炬;踽;跼;侷;狙;距;居;袓;駒;掬;颶;劇;鋸;桔;具;咀;沮;拒;瞿;句;且;鞠;矩;據;舉;巨;菊;局,急遽;遽變
曦,ㄒㄧ,日,犧;遙;邀;迅,西;希;吸;析;溪;稀;悉;攜;犧;棲;膝;嘻;犀;晰;蜥;釐;熙;撕;禧;蟋;兮;嬉;烯;淅;蹊;奚;皙;谿;羲;唏;熹;螅;欷;樨,蜥;洗;蓆;隰;嘻;犀;禧;吸;唏;隙;兮;棲;螅;席;錫;冼;襲;熙;膝;系;奚;悉;夕;喜;璽;矽;溪;係;釐;晰;谿;細;皙;昔;希;徙;蹊;樨;熄;惜;息;汐;攜;撕;稀;熹;烯;戲;繫;析;西;嬉;羲;欷;犧;習;媳;蟋;翕;淅,晨曦
儼,ㄧㄢˇ,人,巖;傭,眼;演;掩;衍;奄;魘;偃,晏;咽;醃;燄;厭;蜒;言;諺;顏;岩;饜;巖;驗;趼;魘;妍;閹;灩;焰;宴;雁;掩;檐;延;嫣;燕;淹;胭;彥;煙;沿;菸;演;簷;衍;殷;偃;嚥;炎;鹽;筵;贗;嚴;豔;焉;閻;奄;眼;硯;研,儼然
丐,ㄍㄞˋ,一,丑;丙;丕;丞,概;蓋;溉;鈣,該;概;蓋;改;鈣;溉,乞丐
盯,ㄉㄧㄥ,目,打;頂;訂;釘;叮;汀;町;仃;酊,丁;釘;叮;町;仃;酊,定;鼎;碇;訂;丁;叮;町;酊;釘;頂;仃,盯梢;盯人;緊迫盯人
柄,ㄅㄧㄥˇ,木,病;炳,屏;餅;秉;丙;炳;稟,冰;秉;摒;併;病;稟;炳;並;屏;餅;丙;兵,葉柄;權柄;刀柄;笑柄
郁,ㄩˋ,邑,賄;囿;鮪;侑;宥,育;語;與;雨;預;遇;玉;域;愈;谷;欲;裕;寓;獄;浴;喻;慾;譽;籲;御;豫;禦;癒;粥;芋;馭;燠;尉;毓;諭;昱;飫;聿;嫗;熨,俞;揄;隅;浴;禦;諭;萸;熨;輿;盂;踰;歟;域;豫;諛;預;於;語;噢;芋;餘;玉;虞;毓;喻;窳;嫗;瘀;慾;庾;逾;與;欲;迂;御;嶼;娛;寓;予;渝;覦;尉;譽;籲;遇;禹;瑜;腴;魚;粥;愈;淤;漁;燠;榆;余;圄;臾;裕;昱;馭;紆;聿;雩;愉;癒;妤;于;雨;宇;谷;愚;育;飫;獄;羽,濃郁;郁郁青青;醇郁
凋,ㄉㄧㄠ,冫,調;週;雕;綢;鯛;稠;惆;鵰;碉;蜩;啁,雕;鯛;貂;鵰;碉;叼;刁,鵰;鯛;貂;調;釣;鳥;掉;碉;叼;雕;吊;弔;刁,凋謝;凋零;民生凋蔽
盎,ㄤˋ,皿,英;映;秧;殃;鴦;怏;泱,,昂;骯,盎然;古意盎然;生意盎然;興味盎然
屜,ㄊㄧˋ,尸,層;屬;履,弟;替;涕;惕;嚏;剃;悌,嚏;剔;體;弟;提;悌;啼;涕;題;替;踢;惕;剃;蹄;醍;堤;梯,抽屜
烹,ㄆㄥ,火,哼;燕;熙,澎;亨;抨;砰;怦,亨;蓬;篷;踫;澎;膨;逢;彭;抨;棚;砰;碰;鵬;硼;捧;朋;怦,烹飪;烹調
絆,ㄅㄢˋ,糸,伴;判;胖;畔;拌,辦;半;伴;扮;瓣;拌,般;扮;阪;辦;半;拌;頒;鈑;班;版;伴;板;闆;扳;斑;瓣;搬,絆腳石;牽絆;絆倒;羈絆
婿,ㄒㄩˋ,女,姆;嬌;奴;嫁,續;緒;序;蓄;敘;畜;絮;旭;恤;酗;卹;洫,敘;煦;許;虛;鬚;吁;噓;畜;酗;卹;胥;洫;恤;墟;旭;緒;絮;咻;序;續;徐;須;栩;詡;蓄;需,女婿;夫婿;佳婿;金龜婿;賢婿
棗,ㄗㄠˇ,木,棘,早;澡;藻;蚤,噪;灶;糟;躁;譟;鑿;藻;澡;蚤;造;燥;遭;皂;早,紅棗;棗子;棗紅色
筐,ㄎㄨㄤ,竹,框;眶;劻,框;眶;匡,礦;狂;框;曠;況;眶;匡,籮筐
粥,ㄓㄡ,米,弼;溺,洲;周;州;週;舟;啁,咒;籀;晝;宙;軸;帚;皺;紂;週;州;洲;肘;周;舟;冑;啁;縐,僧多粥少;八寶粥
逮,ㄉㄞˋ,辵,康;遺;退;迎,大;代;帶;待;袋;戴;貸;黛;殆;岱;怠;迨,呆;獃;岱;殆;怠;袋;貸;戴;待;大;迨;黛;歹;代;帶,力有未逮
逮,ㄉㄞˇ,辵,康;遺;退;迎,歹,呆;獃;岱;殆;怠;袋;貸;戴;待;大;迨;黛;歹;代;帶,逮捕;就逮
嗚,ㄨ,口,塢;摀,於;屋;惡;汙;烏;污;巫;誣,汙;鶩;惡;吳;務;嫵;摀;誤;蜈;梧;戊;忤;武;鵡;霧;屋;勿;午;伍;五;亡;於;悟;毋;污;鼯;侮;巫;無;物;吾;晤;唔;舞;騖;蕪;誣;塢;捂;烏;兀,嗚呼;嗚咽
葦,ㄨㄟˇ,艸,衛;圍;偉;違;諱;緯;闈,委;尾;偉;娓;緯;鮪;猥,尾;違;味;闈;娓;維;蔚;魏;萎;慰;喂;圍;鮪;薇;韋;未;委;崴;桅;逶;緯;遺;為;畏;偽;微;位;衛;巍;帷;猥;偉;胃;威;蝟;唯;渭;偎;餵;惟;謂;尉;危,蘆葦
酪,ㄌㄨㄛˋ,酉,路;客;格;略;洛;閣;絡;駱;咯;胳;骼;烙;賂;鉻;恪;珞,落;洛;絡;駱;烙,裸;騾;烙;籮;邏;儸;螺;鑼;洛;蘿;囉;落;絡;駱;羅,乳酪
嶇,ㄑㄩ,山,歐;驅;軀;嘔;樞;鷗;毆;甌;嫗;傴;謳,區;曲;驅;屈;趨;軀;祛;蛐,鴝;祛;齲;臞;屈;曲;趣;蛐;衢;趨;瞿;渠;麴;驅;區;闃;取;軀;去;覷;娶,崎嶇
漓,ㄌㄧˊ,水,離;璃,離;麗;璃;黎;梨;釐;罹;狸;籬;驪;犁;灕;鸝;犛;蠡,痢;狸;梨;灕;荔;浬;慄;瀝;邐;莉;蠡;戾;籬;礪;璃;歷;俐;立;蠣;蒞;儷;曆;吏;癘;靂;黎;釐;里;醴;俚;鯉;離;礫;驪;唳;麗;李;勵;禮;利;犛;隸;罹;壢;栗;琍;犁;力;例;裡;理;厲;粒;笠;哩;鸝,淋漓盡致;淋漓
褂,ㄍㄨㄚˋ,衣,掛;袍;襯;裙,掛;卦,劀;呱;蝸;颳;掛;瓜;聒;刮;括;寡;卦,大褂
閩,ㄇㄧㄣˇ,門,閉;闆;閱;闊,敏;憫;皿;泯;抿;閔,閔;泯;民;憫;皿;抿;敏,閩南語
潘,ㄆㄢ,水,翻;播;審;蕃;蟠;幡;皤;嬏,番;攀,蟠;叛;攀;般;畔;盼;磐;槃;盤;判;胖;番;拚,潘金蓮
瑩,ㄧㄥˊ,玉,勞;榮;螢;鶯;縈;塋,營;迎;盈;贏;螢;蠅;縈;瀛;楹;塋;嬴,螢;贏;蠅;塋;營;穎;嚶;鸚;映;應;景;楹;櫻;鶯;瀛;膺;纓;潁;硬;英;迎;縈;影;瑛;嬰;鷹;嬴;罌;盈,晶瑩;晶瑩剔透
鞏,ㄍㄨㄥˇ,革,恐;筑,拱;栱,弓;觥;恭;共;紅;供;栱;公;龔;拱;工;躬;貢;宮;攻;蚣;功,鞏固
穌,ㄙㄨ,禾,漁;秣,蘇;甦;酥;囌,速;夙;宿;數;肅;溯;俗;塑;蘇;囌;素;簌;愫;甦;粟;蓿;訴;觫;酥,耶穌基督
隧,ㄙㄨㄟˋ,阜,燧;陵;陡;陋;,歲;碎;遂;穗;祟;邃;燧,綏;髓;隨;燧;雖;祟;碎;歲;邃;穗;遂;隋,隧道;時光隧道
瀰,ㄇㄧˊ,水,獼;溪;潔;溝,迷;彌;謎;靡;獼;糜;麋,瞇;獼;汨;靡;秘;密;蜜;糜;弭;迷;彌;泌;麋;咪;謐;覓;祕;謎;米,瀰漫
